-5.215796137896664408e-01,-8.985488879484375691e-01,8.221577552463498195e-01,5.006017687270995775e-02,-1.044017456637886671e-01,2.327263494231821828e-01,1.101243183728226605e+00,1.816777307692470367e-01,1.212367233109906683e-01,1.308811018374155810e-01,-6.860462584531752395e-01
-4.205297240130403402e-01,5.655942162685971830e+00,-1.353082068209135791e+00,-1.941046659798245089e-01,1.005028543218334125e+00,-1.045228999839310502e+00,-1.119388031153442320e+00,-9.429689070050852884e-01,1.176844258602407489e+00,-1.479953715432507755e+00,3.929035180084099466e-01
2.226254449102226252e-01,-1.121322355531554349e+00,5.678339895503883294e-01,5.665417695981135315e-01,-5.065466038724529829e-01,-5.480660699954852388e-01,-8.213767485573770788e-01,-1.065577765116630493e+00,-7.033964730347551375e-02,4.244389892003775921e-01,1.440192994324222431e+00
-6.585812501926544549e-01,1.891811309992522006e+00,-1.068863053024358356e+00,2.302512672894959866e+00,-1.066850397109997406e-01,-1.222046744406654728e+00,-9.603853194064968513e-01,7.204289747824632606e-01,5.553314562703405288e-01,-8.045455826481162642e-01,-2.387795377608561420e-01
-6.721876810641754796e-01,2.165708659496777155e+00,-1.152179699491439502e+00,-3.790204625525653293e-01,-4.510761994927129370e-01,5.652517660712397252e-02,-2.127612166795478377e-01,1.776663246565812759e-02,4.101000355310837620e-01,-5.047016701216958667e-01,-6.232271567242464450e-01
4.750645567118165769e-01,-7.385989841165256919e-01,1.182118232582122008e+00,-5.250906599350445569e-01,-3.377644002288301972e-01,-8.458613122954892205e-01,-9.129300786662153389e-01,-1.062427719387600167e+00,-6.548794587792707844e-01,1.835793943763734948e-01,1.866912767744235868e+00
-2.769477179788848997e-01,-7.430322537261698779e-01,3.941179018088108998e-01,-4.587617224916690217e-01,-5.408957448217684982e-01,-4.536720192718251554e-01,-7.486707011466732231e-01,-9.423276195504872721e-01,-1.739749326382401817e-01,4.164159271665404116e-01,9.587729205743711347e-01
2.569733706963721609e+00,-1.288402456218892267e+00,2.398965102561311458e+00,5.006017687270995775e-02,1.707499994263534382e-01,-6.456651224228187047e-01,-5.467167582308622986e-01,1.387358043458944090e+00,-7.089275493516885573e-01,6.592852990907477340e-01,3.308507754838420634e-01
-1.329585575359355065e+00,1.483067287122535660e+00,-8.615104959310915245e-01,-6.982267885323454326e-01,-7.766823970935864407e-01,-4.188195734511986901e-01,9.183077441643585637e-01,-2.254860177580444436e+00,1.201621302987194717e+00,8.536587460197229138e-01,2.303434124739244471e+00
5.415428485915055323e-02,-2.803493803307066656e-01,7.073454687165385835e-01,-2.413809309059486430e-01,-2.759932051359105798e-01,-7.843948116575948371e-01,-8.952732422953905145e-01,-1.779302193581318026e+00,-6.820158873882415929e-01,2.914999112748932752e-01,2.223338005247192051e+00
-8.078123286742393550e-01,3.111373528547666911e+00,-1.059838110903765562e+00,-3.188552465025784599e-01,-5.488776415786283946e-01,-3.528679651408184181e-01,-4.551634281220239830e-01,-1.003214990322330857e+00,1.270694946997776409e+00,-1.336908334977396695e+00,8.855218849040322748e-01
-5.788261567665813345e-01,2.710118168629259139e-01,1.609159644368498288e-01,-9.750599247740554532e-02,-2.737258964884883849e-01,-6.007080785881812462e-02,2.772632127486822085e-01,3.616458958258630951e-02,9.514009959736698940e-01,-3.975230954159172381e-01,-2.238203339363497857e-01
-8.078123286742393550e-01,-1.745351183033076736e-01,-1.161567617182150070e+00,-7.615537545529246222e-01,-4.090518910452346085e-02,3.303254018505156209e-01,9.415655253100564670e-02,-4.835252003698722878e-01,2.489543037206338461e-01,7.179968765633403249e-01,-8.709366282599048104e-01
-6.360726997435033059e-02,-1.622562657593567437e+00,3.643749769936192040e-01,1.894637293749151796e+00,-5.277121227255406888e-01,-7.432641748501521706e-01,-7.298234184485388187e-01,3.479784635540268400e-01,-5.812099689420454629e-01,1.657382116124819449e+00,4.232959603872068488e-01
1.497911292911940029e+00,-1.282404753330816938e-01,1.626307995109870008e+00,2.298046557353093711e+00,-1.221764491318412249e-01,-9.747976209513757873e-01,-8.895458835854062052e-01,8.433725810471397466e-01,-5.574358556081890903e-01,4.737446966087641154e-01,2.459092799996561496e+00
-6.933192427204106778e-01,8.557921692686082382e-01,4.152397301328112911e-01,-3.926383311776361906e-01,2.259136745473940347e-02,-6.456651224228187047e-01,1.406420950757687471e+00,-2.236803053936718411e-01,-1.980572277131187053e-01,-2.213883629981396040e-01,-9.633818131632695403e-01
-5.643121483540461947e-01,2.781150967659060669e+00,-1.132196198445743596e+00,-3.188552465025784599e-01,-4.129338552449088873e-01,3.042005231614304250e-01,-9.007817988752941929e-03,6.551053734694689545e-02,9.605862931072084443e-02,-7.067966357587921467e-01,-5.922938589815154309e-01
-8.650588716511542486e-01,1.412725838226400299e+00,-1.365026629738919306e+00,-9.750599247740554532e-02,3.612396691041426244e-01,-1.576698602861515697e-01,-4.856812048249700697e-01,-6.777336840789387196e-02,1.334553737202599510e+00,-6.323694053062867138e-01,2.384055905804756681e-01
